Name,Website,Status,Program Category,Primary Location (City),Primary Location (Country),Description (SOSV),FA Code,Pre-Embed
Voltera,voltera.io,Operating,HAX,Kitchener,Canada,"Voltera's circuit board printer enables electronics to be prototyped within minutes, eliminating the frustrations with traditional fabrication processes and drastically reducing hardware development time. By putting the factory on your desk, the Voltera V-One allows you to go from a design on your computer to a board in your hands in an hour rather than weeks.",HAX051410,"Voltera is based in Kitchener, Canada. Description: Voltera's circuit board printer enables electronics to be prototyped within minutes, eliminating the frustrations with traditional fabrication processes and drastically reducing hardware development time. By putting the factory on your desk, the Voltera V-One allows you to go from a design on your computer to a board in your hands in an hour rather than weeks."
VoltStorage,voltstorage.com,Written Off,HAX,Munich,Germany,"VoltStorage is a vanadium redox flow battery that is safer, cheaper, and more durable than lithium ion.",HAX091610,"VoltStorage is based in Munich, Germany. Description: VoltStorage is a vanadium redox flow battery that is safer, cheaper, and more durable than lithium ion."
VRex Lab,vrexlab.com,Acquired,Chinaccelerator,Seoul,South Korea,"VRex Lab is a location-based augmented reality messenger app, connecting users to K-pop celebrities in malls, restaurants, and retail stores. VRex Lab operates Kydy, a mobile AR content creation application as well as the Dyverse, a blockchain marketplace platform for creators leveraging VR/AR.",CA101606,"VRex Lab is based in Seoul, South Korea. Description: VRex Lab is a location-based augmented reality messenger app, connecting users to K-pop celebrities in malls, restaurants, and retail stores. VRex Lab operates Kydy, a mobile AR content creation application as well as the Dyverse, a blockchain marketplace platform for creators leveraging VR/AR."
V-Sense Medical,vsensemedical.com,Written Off,IndieBio,Dublin,Ireland,"Our underlying technology is a system to measure all heart rate and respiratory rate without physical contact with the patient. Current and legacy systems bundle the patient in wires, leads, and connectors, which present many challenges which include patient safety and comfort, measurement accuracy and reliability, equipment sterilization or disposability, burdensome staff requirements, and delays in care during critical diagnostic and resuscitative efforts. The healthcare industry has been slow to innovate upon age-old instruments that measure vital signs.



The combination of continuous and intermittent applications in the United States alone is approximately 2.8 million medical settings, meaning 2.8 million possible device installations in hospital rooms, ambulances, skilled nursing facilities and more around the country. The global vital sign device market is estimated to be valued at approximately $4.375 billion by the year 2018.",IBSF021515,"V-Sense Medical is based in Dublin, Ireland. Description: Our underlying technology is a system to measure all heart rate and respiratory rate without physical contact with the patient. Current and legacy systems bundle the patient in wires, leads, and connectors, which present many challenges which include patient safety and comfort, measurement accuracy and reliability, equipment sterilization or disposability, burdensome staff requirements, and delays in care during critical diagnostic and resuscitative efforts. The healthcare industry has been slow to innovate upon age-old instruments that measure vital signs.



The combination of continuous and intermittent applications in the United States alone is approximately 2.8 million medical settings, meaning 2.8 million possible device installations in hospital rooms, ambulances, skilled nursing facilities and more around the country. The global vital sign device market is estimated to be valued at approximately $4.375 billion by the year 2018."
Stepp,stepp.cc,Written Off,HAX,,Singapore,,HAX081613,"Stepp is based in , Singapore. Description: "
Vue Smart Glasses,vueglasses.com,Written Down,HAX,San Francisco,United States,"Vue is the world's first pair of smart glasses that are designed for everyday use. Vue’s frames are packed with technology hidden inside regular-looking frames. With Vue, you can listen to music via bone conduction, track fitness activity, talk to voice assistants such as Alexa or Siri, or get notifications from your phone. Vue comes with prescription lenses included, and is also offered in sunglasses.",HAX031306,"Vue Smart Glasses is based in San Francisco, United States. Description: Vue is the world's first pair of smart glasses that are designed for everyday use. Vue’s frames are packed with technology hidden inside regular-looking frames. With Vue, you can listen to music via bone conduction, track fitness activity, talk to voice assistants such as Alexa or Siri, or get notifications from your phone. Vue comes with prescription lenses included, and is also offered in sunglasses."
Wakati BVBA,wakati.co,Acquired,FOOD-X,Antwerp,Belgium,"Wakati One is an innovative technology that increase the shelf life of fruits and vegetables for smallholder farmers in developing countries. With a small solar panel of just 3 Watts, Wakati creates a sterilized micro climate that dramatically increase the shelf life of these crops.

Wakati is a solar powered device that provides a sterile micro climate for storing fruit an vegetables much longer in bad conditions.

Almost 50% of all the food and vegetables we grow on our planet goes to waste. In third world countries people have to throw away food because they can't store it long enough. Giving them these people a solution to this problem we hope to give them more time for a better life.",FXNY031509,"Wakati BVBA is based in Antwerp, Belgium. Description: Wakati One is an innovative technology that increase the shelf life of fruits and vegetables for smallholder farmers in developing countries. With a small solar panel of just 3 Watts, Wakati creates a sterilized micro climate that dramatically increase the shelf life of these crops.

Wakati is a solar powered device that provides a sterile micro climate for storing fruit an vegetables much longer in bad conditions.

Almost 50% of all the food and vegetables we grow on our planet goes to waste. In third world countries people have to throw away food because they can't store it long enough. Giving them these people a solution to this problem we hope to give them more time for a better life."
WakeCap,wakecap.com,Operating,HAX,Dubai,United Arab Emirates,WakeCap Technologies Inc's wearable product overcomes the challenges of digitizing field logistics in the construction sector.,HAX111710,"WakeCap is based in Dubai, United Arab Emirates. Description: WakeCap Technologies Inc's wearable product overcomes the challenges of digitizing field logistics in the construction sector."
"Walkies Lab, Inc.",walkieslab.com,Written Off,HAX,Vancouver,Canada,"We believe that every kid is a fantastic artist and creator. The increase of passive screen time, however, hinders their imagination and creativity. Thus, we created Walkies: a smart wearable toy for 3-7 years olds that empowers imaginative play and creative expression.   It’s like a power band that kids can wear on their wrists or legs, and exchangeable modules are provided for different creative activities. The first launch will come with 3 modules: pretend play, dancing and interactive story.",HAX101710,"Walkies Lab, Inc. is based in Vancouver, Canada. Description: We believe that every kid is a fantastic artist and creator. The increase of passive screen time, however, hinders their imagination and creativity. Thus, we created Walkies: a smart wearable toy for 3-7 years olds that empowers imaginative play and creative expression.   It’s like a power band that kids can wear on their wrists or legs, and exchangeable modules are provided for different creative activities. The first launch will come with 3 modules: pretend play, dancing and interactive story."
Wasteless,wasteless.co,Written Off,FOOD-X,,Israel,Wasteless has developed supply chain technology using RFID tags and a pricing algorithm to help food retailers save money and reduce food waste. Wasteless provides an all-in-one solution to reduce food waste and increase perishable food profit by dynamically pricing items with a shorter expiration date at their optimal price point.,FXNY051705,"Wasteless is based in , Israel. Description: Wasteless has developed supply chain technology using RFID tags and a pricing algorithm to help food retailers save money and reduce food waste. Wasteless provides an all-in-one solution to reduce food waste and increase perishable food profit by dynamically pricing items with a shorter expiration date at their optimal price point."
Wearpoint,wearpoint.com,Written Off,HAX,New York City,United States,"Wearpoint is the creator of Tact, a modular and programable BLE touch surface. Tact can be used to control Google Glass without speaking commands or touching Glass. Tact not only allows someone to use Glass without drawing unwanted attention; it also provides programmable buttons they can map to specific functions or apps. This saves time and makes interactions with Glass feel more immediate and effective.  

Tact's form factor allows it to be worn on the wrist, on a pocket, on a belt or even on your keychain. Tact is able to conform to your desired look and method of interaction, giving you the freedom to customize your Glass experience in ways not possible without it.

Tact can also be used to control other BLE devices such as smartphones, near-eye displays besides Glass and computers running OSX 10.9 or Windows 8. Its versatility combined with its simplicity makes it an excellent companion to a connected individual's experience. With Tact, device control becomes seamless and allows you to live life your way.",HAX031310,"Wearpoint is based in New York City, United States. Description: Wearpoint is the creator of Tact, a modular and programable BLE touch surface. Tact can be used to control Google Glass without speaking commands or touching Glass. Tact not only allows someone to use Glass without drawing unwanted attention; it also provides programmable buttons they can map to specific functions or apps. This saves time and makes interactions with Glass feel more immediate and effective.  

Tact's form factor allows it to be worn on the wrist, on a pocket, on a belt or even on your keychain. Tact is able to conform to your desired look and method of interaction, giving you the freedom to customize your Glass experience in ways not possible without it.

Tact can also be used to control other BLE devices such as smartphones, near-eye displays besides Glass and computers running OSX 10.9 or Windows 8. Its versatility combined with its simplicity makes it an excellent companion to a connected individual's experience. With Tact, device control becomes seamless and allows you to live life your way."
Haptic,haptic.works,Operating,URBAN-X; HAX,New York City,United States,"Haptic is a wearable haptics design company developing products that communicate information entirely via touch. By utilizing the skin as a non-intrusive communication channel, their vibration-based language creates new possibilities for information communication. Haptic's first products are employed with a haptic corridor and a non-visual interface, creating independence for the blind and visually impaired as they easily and effectively navigate the world around them.",UBX021705,"Haptic is based in New York City, United States. Description: Haptic is a wearable haptics design company developing products that communicate information entirely via touch. By utilizing the skin as a non-intrusive communication channel, their vibration-based language creates new possibilities for information communication. Haptic's first products are employed with a haptic corridor and a non-visual interface, creating independence for the blind and visually impaired as they easily and effectively navigate the world around them."
WeFlex,getweflex.com,Operating,Chinaccelerator,Shanghai,China,"The fitness industry in China is growing. In one year alone, Chengdu witnessed the growth of 1,000 small to medium-sized fitness studios. Yet, the average studio in China survives less than 5 years because they are run by fitness trainers - excellent at coaching but struggling with managing their business. WeFlex is an Saas+ system to allow studio owners do what they do best, while leaving Weflex to take care of their marketing, customer tracking and analytics, and accounting.

中国的健身行业飞速发展。一年之内，成都近1000家中小型健身工作室拔地而起。但因运营者多为不擅长商业管理的健身教练，中国健身工作室的平均寿命少于5年。Weflex为健身行业从业者提供高效的Saas+管理系统，业务覆盖市场营销、消费者跟踪分析以及财务管理等。",CA121710,"WeFlex is based in Shanghai, China. Description: The fitness industry in China is growing. In one year alone, Chengdu witnessed the growth of 1,000 small to medium-sized fitness studios. Yet, the average studio in China survives less than 5 years because they are run by fitness trainers - excellent at coaching but struggling with managing their business. WeFlex is an Saas+ system to allow studio owners do what they do best, while leaving Weflex to take care of their marketing, customer tracking and analytics, and accounting.

中国的健身行业飞速发展。一年之内，成都近1000家中小型健身工作室拔地而起。但因运营者多为不擅长商业管理的健身教练，中国健身工作室的平均寿命少于5年。Weflex为健身行业从业者提供高效的Saas+管理系统，业务覆盖市场营销、消费者跟踪分析以及财务管理等。"
WhatSalon,whatsalon.com,Acquired,Portfolio: Bill Liao,,Ireland,"WhatSalon is a mobile application that allows you to find and book hair and beauty appointments in your local area at the touch of a button. It uses bespoke to technology to plug into existing salon management tools to check and fill empty time slots. 

The user simply selects the date and the service they want to book and if they like, even a particular stylist/therapist too. The app instantly shows them all the available appointments for that day and person. They click ""book now"" and are charged 10% the cost of the appointment. They then pay 90% directly to the salon.",IRE14003,"WhatSalon is based in , Ireland. Description: WhatSalon is a mobile application that allows you to find and book hair and beauty appointments in your local area at the touch of a button. It uses bespoke to technology to plug into existing salon management tools to check and fill empty time slots. 

The user simply selects the date and the service they want to book and if they like, even a particular stylist/therapist too. The app instantly shows them all the available appointments for that day and person. They click ""book now"" and are charged 10% the cost of the appointment. They then pay 90% directly to the salon."
Evain,evain.co.kr,Operating,MOX,Gwangju,South Korea,"Whycall protects people against spam and voice phishing.

Other services can't provide callerid unless other users register it.



However WHYCALL CAN!



The world's smartest phone spam engine is built on Whycall.",MOX041705,"Evain is based in Gwangju, South Korea. Description: Whycall protects people against spam and voice phishing.

Other services can't provide callerid unless other users register it.



However WHYCALL CAN!



The world's smartest phone spam engine is built on Whycall."
Perennial,liveperennial.com,Operating,IndieBio,San Francisco,United States,"Through relentless innovation, we are bringing a more clean and modern approach to global adult nutrition by harnessing the power of plants.",IBSF031615,"Perennial is based in San Francisco, United States. Description: Through relentless innovation, we are bringing a more clean and modern approach to global adult nutrition by harnessing the power of plants."
Wish4Fairtrade,wish4fairtrade.co.uk,Written Off,Portfolio: Sean O'Sullivan,Cork,Ireland,"At Wish4, they bring you the best quality, tastiest, food & drink, from Fairtrade certified grower co-ops around the world. And they only sell Fairtrade certified products nothing else. A load of (mint) balls you say? Try some! 

Getting products widely distributed into stores was (and is) a challenge. And there are so many excellent Fairtrade products not available here, so they began importing the best, and selling them. Over 3 years they proved demand is still much greater than supply, so they decided to go it alone once more, create their own 100% Fairtrade brand, and go for world domination it !",OPP99007,"Wish4Fairtrade is based in Cork, Ireland. Description: At Wish4, they bring you the best quality, tastiest, food & drink, from Fairtrade certified grower co-ops around the world. And they only sell Fairtrade certified products nothing else. A load of (mint) balls you say? Try some! 

Getting products widely distributed into stores was (and is) a challenge. And there are so many excellent Fairtrade products not available here, so they began importing the best, and selling them. Over 3 years they proved demand is still much greater than supply, so they decided to go it alone once more, create their own 100% Fairtrade brand, and go for world domination it !"
With.me,orderwithme.com,Written Off,Chinaccelerator,Las Vegas,United States,"OrderWithMe combines independent retailers onto a single software platform to form one large national account for suppliers to work with. Simpler operations for suppliers means better pricing and terms for retailers. By using OrderWithMe, both suppliers and retailers can manage all of their purchase order, invoices and payments on one platform.",CA021101,"With.me is based in Las Vegas, United States. Description: OrderWithMe combines independent retailers onto a single software platform to form one large national account for suppliers to work with. Simpler operations for suppliers means better pricing and terms for retailers. By using OrderWithMe, both suppliers and retailers can manage all of their purchase order, invoices and payments on one platform."
Wityu.fm,wityu.fm,Written Off,Chinaccelerator,Bangkok,Thailand,"WITYU.FM provides free high-quality music stations curated by crowd, targeting music listeners in emerging markets in Southeast Asia.

Users can listen to thousands of stations that are collaboratively curated by you, your friends and local community using features of Wityu.fm, such as 'creating', 'voting' and 'editing'. This will allow the stations to intelligently grow and update over time.

Wityu.fm is the place for music listeners to connect and curate music stations together disregarding what music services they are subscribed to. It establishes a new category for music stations called “Crowd-curated Music Stations”. Because music stations in Wityu.fm are curated by local people for local people, It is highly scalable and matches with local music taste.",CA061506,"Wityu.fm is based in Bangkok, Thailand. Description: WITYU.FM provides free high-quality music stations curated by crowd, targeting music listeners in emerging markets in Southeast Asia.

Users can listen to thousands of stations that are collaboratively curated by you, your friends and local community using features of Wityu.fm, such as 'creating', 'voting' and 'editing'. This will allow the stations to intelligently grow and update over time.

Wityu.fm is the place for music listeners to connect and curate music stations together disregarding what music services they are subscribed to. It establishes a new category for music stations called “Crowd-curated Music Stations”. Because music stations in Wityu.fm are curated by local people for local people, It is highly scalable and matches with local music taste."
Work Compass,workcompass.com,Written Off,SELR8R,Cork,Ireland,"Work Compass provides an easy-to-use performance-management software that helps managers develop and engage their teams. We help organizations improve the performance of teams with our online high-performance management and leadership software. This simple workflow and embedded advice  enables organizations to reduce admin overhead, eliminate paper, boost employee performance, significantly increase financial ROI, and build a more engaged team.",SELR021302,"Work Compass is based in Cork, Ireland. Description: Work Compass provides an easy-to-use performance-management software that helps managers develop and engage their teams. We help organizations improve the performance of teams with our online high-performance management and leadership software. This simple workflow and embedded advice  enables organizations to reduce admin overhead, eliminate paper, boost employee performance, significantly increase financial ROI, and build a more engaged team."
YANATrip,yanatrip.com,Written Off,Chinaccelerator,Shanghai,China,"Young adventurous Asian travellers can’t access exciting activities like sky-diving and bungee jumping. There are no specialised booking sites catered to their language and user needs, and these activities can only be booked physically during their travels. YANA trip offers exciting adventures from across the world with easy booking. We have helped travellers enjoy 6000 experiences across 20 countries.

年轻的亚洲游客越来越追求旅程中的冒险经历，如跳伞、蹦极等极限运动。但现有的市场中尚未存在预订此类活动的定制化平台。YANA Trip是一个为游客提供全球定制化冒险活动的线上预订平台。截止目前，我们已帮助游客在20多个国家体验了超过6000次冒险活动。",CA121709,"YANATrip is based in Shanghai, China. Description: Young adventurous Asian travellers can’t access exciting activities like sky-diving and bungee jumping. There are no specialised booking sites catered to their language and user needs, and these activities can only be booked physically during their travels. YANA trip offers exciting adventures from across the world with easy booking. We have helped travellers enjoy 6000 experiences across 20 countries.

年轻的亚洲游客越来越追求旅程中的冒险经历，如跳伞、蹦极等极限运动。但现有的市场中尚未存在预订此类活动的定制化平台。YANA Trip是一个为游客提供全球定制化冒险活动的线上预订平台。截止目前，我们已帮助游客在20多个国家体验了超过6000次冒险活动。"
Yeba.me,yeba.me,Written Off,Carma,Santiago,Chile,"Last November the Subway transportation system of Santiago, Chile, paralyzed. In one day we had over +450 new users joining our cause. They also believed that everything that we know about transportation today will change in the next 10 years and that we, the people, united, can make it be simpler, friendlier and cheaper.

The yeba.me cause is a need in Latin America. To give you an idea, the average Chilean spends more money on transportation than on education or any other basic need besides food.

Thats why we built a solution that makes it possible for people to share their mobility costs and be a part of a sustainable change. With just one click Yebame matches you with people heading in the same direction as you and lets you share costs. 

With a platform and an App in the market, we are ready to become the biggest people-to-people ride sharing solution in the region.",CAR011508,"Yeba.me is based in Santiago, Chile. Description: Last November the Subway transportation system of Santiago, Chile, paralyzed. In one day we had over +450 new users joining our cause. They also believed that everything that we know about transportation today will change in the next 10 years and that we, the people, united, can make it be simpler, friendlier and cheaper.

The yeba.me cause is a need in Latin America. To give you an idea, the average Chilean spends more money on transportation than on education or any other basic need besides food.

Thats why we built a solution that makes it possible for people to share their mobility costs and be a part of a sustainable change. With just one click Yebame matches you with people heading in the same direction as you and lets you share costs. 

With a platform and an App in the market, we are ready to become the biggest people-to-people ride sharing solution in the region."
Yeelight,yeelight.com,Operating,HAX,Qingdao,China,"Yeelight is creating a brand new, high-quality, and comfortable lighting experience with smarter user operation, providing personalized, and superior quality lighting.",HAX021305,"Yeelight is based in Qingdao, China. Description: Yeelight is creating a brand new, high-quality, and comfortable lighting experience with smarter user operation, providing personalized, and superior quality lighting."
YiKaJi,ekagee.com,Written Off,HAX China,Beijing,China,"YiKaJi makes a wearable, medical-grade EKG monitor that uses superior signal processing to detect heart abnormalities.",HAXC021702,"YiKaJi is based in Beijing, China. Description: YiKaJi makes a wearable, medical-grade EKG monitor that uses superior signal processing to detect heart abnormalities."
Youibot,youibot.com,Operating,HAX China,Shenzhen,China,Youibot builts autonomous robots for industrial use cases in automated manufacturing and logistics.,HAXC021703,"Youibot is based in Shenzhen, China. Description: Youibot builts autonomous robots for industrial use cases in automated manufacturing and logistics."
Zartis,zartis.com,Written Off,Portfolio: Bill Liao,Cork,Ireland,"Zartis lets you create your own careers site and applicant tracking systems in minutes. It integrates with Twitter, Facebook, LinkedIn and WordPress. It's in 13 languages. It's really easy to use.",OPP11006,"Zartis is based in Cork, Ireland. Description: Zartis lets you create your own careers site and applicant tracking systems in minutes. It integrates with Twitter, Facebook, LinkedIn and WordPress. It's in 13 languages. It's really easy to use."
Zennea Technologies,zenneatech.com,Written Off,HAX,Vancouver,Canada,"Zennea Technologies is building the first clinically-proven, therapeutic wearable for chronic snoring and mild OSA.",HAX180304,"Zennea Technologies is based in Vancouver, Canada. Description: Zennea Technologies is building the first clinically-proven, therapeutic wearable for chronic snoring and mild OSA."
Zeraph,zeraph.co,Written Off,HAX Growth,Hong Kong,Hong Kong,"Zeraph improves quality of life by building connected digital devices for consumers. The core design concept for Zeraph products are ease of use with connected features.

Zeraph's first product is Flo, a contact-less, simple to use smart thermometer that makes tracking body temperature super easy for parents. It is fast, accurate and connects to phones via Bluetooth. Flo has hassle-free one-button operation with a free app for tracking and sharing. It can also check milk and drink temperature and has a range of up to 10 meters away from your phone.",HAXB031610,"Zeraph is based in Hong Kong, Hong Kong. Description: Zeraph improves quality of life by building connected digital devices for consumers. The core design concept for Zeraph products are ease of use with connected features.

Zeraph's first product is Flo, a contact-less, simple to use smart thermometer that makes tracking body temperature super easy for parents. It is fast, accurate and connects to phones via Bluetooth. Flo has hassle-free one-button operation with a free app for tracking and sharing. It can also check milk and drink temperature and has a range of up to 10 meters away from your phone."
zhu-lou,zhu-lou.com,Written Off,Chinaccelerator,Beijing,China,"Students in China are not well prepared for college entrance examinations because principals, teachers and parents are still relying on physical hard copies and manual methods track their progress. Zhu-lou creates a Student Information System (SIS) that helps principals better manage their schools by running data reports on the students. Teachers and parents can monitor the students' grades and find areas of improvements, while third-party services, like tutoring platforms, help to enhance the whole educational experience.",CA061404,"zhu-lou is based in Beijing, China. Description: Students in China are not well prepared for college entrance examinations because principals, teachers and parents are still relying on physical hard copies and manual methods track their progress. Zhu-lou creates a Student Information System (SIS) that helps principals better manage their schools by running data reports on the students. Teachers and parents can monitor the students' grades and find areas of improvements, while third-party services, like tutoring platforms, help to enhance the whole educational experience."
Zify,zify.co,Written Off,Carma,Paris,France,"Zify - India's largest online marketplace providing safe and economical Car pooling options in with millions of verified users in Delhi, Bangalore and Hyderabad.",CAR011509,"Zify is based in Paris, France. Description: Zify - India's largest online marketplace providing safe and economical Car pooling options in with millions of verified users in Delhi, Bangalore and Hyderabad."
Zio Health,zio-health.com,Written Down,HAX,London,United Kingdom,"ZIO health's proprietary pocket-sized technology brings lab testing to the point of care to improve patient outcomes. Using ZiO's technology, we developed a therapeutic Drug Monitoring device - A powerful tool for dose individualisation to enhance drug efficacy. 

Our therapeutic drug monitoring (TDM) device quantitatively tests medication levels at the point-of-care. Using machine learning algorithms, we combine the real-time test results with the patients’ unique profile to accurately provide dosing information. 

We are testing various medications with a narrow therapeutic range in which medications need to be tested daily due to the high risk of overdosing that leads to toxicity. 

ZiO Health's Vancomycin TDM POC Device:

Some medications like Vancomycin have a small difference between the minimum effective concentration and the minimum toxic concentration in the blood. 60% of the vancomycin doses are not in therapeutic range and ~20% of the doses are administered in the toxic range, leading to adverse drug effects i.e. nephrotoxitiy.

Current testing methods test for ‘total vancomycin’ levels, rather than the active form, free vancomycin, which leads to further inaccurate dosing. The dosing process today involves numerous inputs from various experts & uses expensive testing equipment – the vancomycin test alone costs over $100 per test. This cost increases due to the longer hospital stays due to inaccurate dosing leading to ineffective treatment. Current dosing models generalize everyone’s health profile based on the population rather than considering the patient’s unique profile.

ZiO Health’s therapeutic Drug Monitoring device tests free vancomycin levels at the point-of-care, significantly reducing the cost in the testing & dosing process, freeing up hospital resources & staff time, and finally, leading to a better outcome for patients’ due to the reduced adverse side effects & reduced length of hospital stay.",HAX101706,"Zio Health is based in London, United Kingdom. Description: ZIO health's proprietary pocket-sized technology brings lab testing to the point of care to improve patient outcomes. Using ZiO's technology, we developed a therapeutic Drug Monitoring device - A powerful tool for dose individualisation to enhance drug efficacy. 

Our therapeutic drug monitoring (TDM) device quantitatively tests medication levels at the point-of-care. Using machine learning algorithms, we combine the real-time test results with the patients’ unique profile to accurately provide dosing information. 

We are testing various medications with a narrow therapeutic range in which medications need to be tested daily due to the high risk of overdosing that leads to toxicity. 

ZiO Health's Vancomycin TDM POC Device:

Some medications like Vancomycin have a small difference between the minimum effective concentration and the minimum toxic concentration in the blood. 60% of the vancomycin doses are not in therapeutic range and ~20% of the doses are administered in the toxic range, leading to adverse drug effects i.e. nephrotoxitiy.

Current testing methods test for ‘total vancomycin’ levels, rather than the active form, free vancomycin, which leads to further inaccurate dosing. The dosing process today involves numerous inputs from various experts & uses expensive testing equipment – the vancomycin test alone costs over $100 per test. This cost increases due to the longer hospital stays due to inaccurate dosing leading to ineffective treatment. Current dosing models generalize everyone’s health profile based on the population rather than considering the patient’s unique profile.

ZiO Health’s therapeutic Drug Monitoring device tests free vancomycin levels at the point-of-care, significantly reducing the cost in the testing & dosing process, freeing up hospital resources & staff time, and finally, leading to a better outcome for patients’ due to the reduced adverse side effects & reduced length of hospital stay."
Zymochem,zymochem.com,Operating,IndieBio,,United States,"ZymoChem is breakthrough science for a fossil-free future. We develop bio-based materials for everyday products without compromising Cost, Performance, Scale, or Sustainability. Since 2015, ZymoChem has refined its processes and patented technologies to replace petroleum ingredients and become one of the world’s most efficient biomanufacturing platforms.


Materials underpinning our lives are made from fossil inputs with carbon-intense manufacturing and persist for hundreds of years, leading to global environmental and climate crises.  We envision a world in which the goods we depend on everyday -- from personal hygiene items to textiles -- are bio-manufactured from 100% renewable materials and designed for a sustainable economy -- without compromise.



Our platform is powered by proprietary carbon conserving (C2) microbes that convert renewable feedstocks into high-value materials while radically minimizing CO2 loss during the production phase.  With this breakthrough technology, we are catalyzing a real-zero economy with drop-in, bio-based solutions.


In 2024, ZymoChem closed a $21 million Series A round of fundraising to support the launch of ZymoChem's first high-performance material, BAYSE™, and to advance our first partnered product to commercial scale.  In addition to this funding from premier domestic & international venture capital firms, we are also supported by existing revenues from commercial partnerships with world-leading companies and funding from multiple government awards, including a 2023 $4MM grant from the Department of Energy.

 

Our Mission: To catalyze a real-zero economy with drop-in, bio-based solutions.

Our Vision: To live in a world in which the goods we depend on everyday are bio-manufactured from 100% renewable materials and designed for a sustainable economy - without compromise.

Our Values: 

♦   Lead with Compassion:  We are empathetic operators who are respectful of individuals and the environment around us.

♦   Aspire Collectively:  We recognize that meaningful change is only possible when we take a collaborative approach.

♦    Evolve Continuously:  We apply creativity and our fast, flexible approach when tackling the world’s most audacious problems.

♦    Innovate with Impact:  We are planting the seeds of tomorrow’s innovation to benefit our stakeholders and inspire the globe.

♦    Scale Sustainably:  We seek sustained growth in a thoughtful, repeatable, and productive way.",IBSF011512,"Zymochem is based in , United States. Description: ZymoChem is breakthrough science for a fossil-free future. We develop bio-based materials for everyday products without compromising Cost, Performance, Scale, or Sustainability. Since 2015, ZymoChem has refined its processes and patented technologies to replace petroleum ingredients and become one of the world’s most efficient biomanufacturing platforms.


Materials underpinning our lives are made from fossil inputs with carbon-intense manufacturing and persist for hundreds of years, leading to global environmental and climate crises.  We envision a world in which the goods we depend on everyday -- from personal hygiene items to textiles -- are bio-manufactured from 100% renewable materials and designed for a sustainable economy -- without compromise.



Our platform is powered by proprietary carbon conserving (C2) microbes that convert renewable feedstocks into high-value materials while radically minimizing CO2 loss during the production phase.  With this breakthrough technology, we are catalyzing a real-zero economy with drop-in, bio-based solutions.


In 2024, ZymoChem closed a $21 million Series A round of fundraising to support the launch of ZymoChem's first high-performance material, BAYSE™, and to advance our first partnered product to commercial scale.  In addition to this funding from premier domestic & international venture capital firms, we are also supported by existing revenues from commercial partnerships with world-leading companies and funding from multiple government awards, including a 2023 $4MM grant from the Department of Energy.

 

Our Mission: To catalyze a real-zero economy with drop-in, bio-based solutions.

Our Vision: To live in a world in which the goods we depend on everyday are bio-manufactured from 100% renewable materials and designed for a sustainable economy - without compromise.

Our Values: 

♦   Lead with Compassion:  We are empathetic operators who are respectful of individuals and the environment around us.

♦   Aspire Collectively:  We recognize that meaningful change is only possible when we take a collaborative approach.

♦    Evolve Continuously:  We apply creativity and our fast, flexible approach when tackling the world’s most audacious problems.

♦    Innovate with Impact:  We are planting the seeds of tomorrow’s innovation to benefit our stakeholders and inspire the globe.

♦    Scale Sustainably:  We seek sustained growth in a thoughtful, repeatable, and productive way."
NUSIC,nusic.fm,Operating,Chinaccelerator,Hong Kong,,"NUSIC is an AI DJ powered music platform, for fans to engage & artists to get paid. Growing at over 50% a month and monetizing through a freemium model driven by Algorithmic Audio Ads (AAAds), NUSIC features a patent-pending mix engine & novel solution for rights-holders to be fairly compensated for the usage of their music.

Our target users are Gen Z aspiring influencers 10-19, this demographic faces constant pressure to create, with NUSIC they can make a unique mix in only 3 taps, no skill required. Head over to https://nusic.fm for more info & an interactive AAAd demo. NUSIC are currently closing out their Pre-Seed round & preparing for a multi-million dollar seed round in order to scale their team to fulfil the demand from Gen Zers, Artists & Brands.",CA131806,"NUSIC is based in Hong Kong, . Description: NUSIC is an AI DJ powered music platform, for fans to engage & artists to get paid. Growing at over 50% a month and monetizing through a freemium model driven by Algorithmic Audio Ads (AAAds), NUSIC features a patent-pending mix engine & novel solution for rights-holders to be fairly compensated for the usage of their music.

Our target users are Gen Z aspiring influencers 10-19, this demographic faces constant pressure to create, with NUSIC they can make a unique mix in only 3 taps, no skill required. Head over to https://nusic.fm for more info & an interactive AAAd demo. NUSIC are currently closing out their Pre-Seed round & preparing for a multi-million dollar seed round in order to scale their team to fulfil the demand from Gen Zers, Artists & Brands."
247,247tickets.com,Written Down,Chinaccelerator,Shanghai,China,"247 is a social commerce platform that connects people to the very best things to see and do in China and beyond. We build relationships with our users by informing them of events and interest-based communities they might connect to during their travels. We help users discover events, experiences, and trips anywhere in China, Hong Kong, and South East Asia.",CA101607,"247 is based in Shanghai, China. Description: 247 is a social commerce platform that connects people to the very best things to see and do in China and beyond. We build relationships with our users by informing them of events and interest-based communities they might connect to during their travels. We help users discover events, experiences, and trips anywhere in China, Hong Kong, and South East Asia."
3rd Ear,gmg33.com,Written Off,HAX,Mountain View,United States,"Our first product, 3rdEar™, help people beyond the limitations of space and time.™",HAX041409,"3rd Ear is based in Mountain View, United States. Description: Our first product, 3rdEar™, help people beyond the limitations of space and time.™"
